example_id,batch,split,text,annotator1_t1_label,annotator2_t1_label,annotator3_t1_label,annotator1_t2_label,annotator2_t2_label,annotator3_t2_label,label
334,part3,test,"fact that like you tell like we we should upload Israel for warning civilians before bombing them wow dude. 
how amazing how lovely it just it's it's it's that's very sad I don't know it's funny and sad in the same time don't you think you know it's like the fact that they lie I mean the fact that like when Israel said like Hamas has 
like a a base military base under the hospital do you have any proof here's a CGI video what that's what we have and 
you have to believe it but if you don't believe it you're anti-semitic","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",3,2,2,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
335,part3,test,They were monitoring things because they were smuggling rockets into Israel in order to attack them and using all the aid and materials to build rockets and weapons to constantly attack and deliberately attack Israeli civilians,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",4,5,3,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
336,part3,test,As far as the idea that there wasn't a Palestinian State I just I do find this to just be one of the weakest arguments ... human beings have natural rights ... people were living in those homes they had homesteaded the area ... and they were violently evicted.,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",2,1,3,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
337,part3,test,"if the Gaza War stops 
today you know what's the worst thing that could happen people will congratulate and praise Israel for stopping the war now instead of holding 
it accountable for the the stuff that's done for the past six months this the scary part they might even give the 
Nobel Prize Peace Nobel Prize to Netanyahu for just stopping","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",1,1,3,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]"
338,part3,test,"neither side can be justified but it is seriously worrying to see people change their opinion this way, you thought palestinian people would play fair after undergoing what they have been through? only thing you need to get right is that most israelis have gone through mandatory military service even women so the civil casualties may not be equivalent. on the other side some palestinians are brutal and barbaric but war have always been like this. i am not telling you to side with hamas or israel but dont be a hypocrit and dont let the media shape your opinion have your own","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",2,1,2,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
339,part3,test,"You can no longer be Pro-Palestine and not be pro-terrorism. Hamas controls Palestine, has overwhelming support from the Palestinians, and committed a massive act of terror. This is why Palestine is not a real country.","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",4,3,1,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
340,part3,test,"In the first half of the 20th century, millions of people moved from one 
place to another to create nation states. 
What's special about the Jews 
is that they never stole or used violence to take any land in the Land of Israel","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3,3,2,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
341,part3,test,"When Israel killed hundreds of thousands, stole lands, took thousands of hostages, destroyed homes, limited basic human supplies and imprison the Palestinians in the biggest air prison and did countless of crimes you didn't speak, but when Hamas fought back for their basic rights cuz no one responded to them and the whole world is silent on the crimes committed by Israel you called them terrorists, please educate yourself before positing nonsense, read about history and don't fall for the western media lies, you're so fed of Zionist propaganda.","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 0, 1, 1, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",4,4,4,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
342,part3,test,"A colony traditionally means that a foreign body encroaches on another people's land in pursuit of domination either by controlling (exploitation colonization) or replacing (settler colonization) the indigenous inhabitants.

When Theodor Herzl started the call for the modern zionist movement in 1896 to establish a national homeland for the jews in Palestine, jews at that time constituted a very small minority in Palestine. Jewish immigration started to increase after the movement and their number was estimated at 56,000 in 1918. The immigration specifically skyrocketed after Balfour declaration in 1917 that by 1939, the Jewish population had increased to 445,000. Source

So, it is an obvious case of settler colonization that can't be refuted but some people may argue that if the settler is the true indigenous population then it is not colonization. This can be refuted by:

Even if modern-day palestenians started to settle in the region after the jews that doesn't mean that they aren't indigenous; I don't know what makes you indigenous more than living continuously in the same area for about 2000 years. By that same logic, modern-day americans have no place in America because they are the descendants of europeans who invaded the region 300 years ago when the land belonged to the indigenous amirican population.

The plot twist, but an obvious thing, is that genetically palestinians are direct descendants of the ancient Israelites; they are jews who converted to christianity and then converted to islam. They are more ethnically israelites than most large jewish groups especailly askenazi jews whose europian ancestry is more than 50% while palestinian muslims have arab ancestory of only 20 to 30%. It is more striking when in comparison, palestinian muslims are more genetically close to askinazi jews than Saudi arabs, but yemenite jews are more arab than palestinian muslims. Source: (mega analysis of several research papers of dna material of several sources compiled into a database summarized in this thread).

In light of these facts and logical assumptions, there is no way to state that the jews have a distinctive or better claim to the land of palestine more than palestinians EXCEPT if:

You strongly sympathize with the jews because of the holaucost in europe and their long persecution there; which is very good and healthy thing to do but what have this to do with the palestinians? They werent the ones to persecute them in europe, so they dont have to atone for the mistakes and atrocities of europeans with their land and lives. If someone owes to compensate them then they should be europeans specifically germans. Why didn't they give them a piece of their land to build a Jewish-majority state?

You dont view palestinians as equal humans and thus you think it is okay to take away their rights to solve the jewish problem of europe without europeans being affected that much; a �small� price to pay for salvation.

From what I have seen recently it seems that most pro-israel westerners have the combination of both points with the emphasis on the dehumanization of palesteninans; because if you (european and americans) sympathized with the jews, then the centuries-old persecution of jews that climaxed in their genocide in europe wouldn't have happened in the first place and you would have accepted them in your countries instead of easing and encouraging their immigration to the middle east from europe even after the holocaust.","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",2,4,2,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
343,part3,test,Israel could level the place tomorrow they could have done it on October 8th and 9th and level the entire country ... Hamas can't do it but they would do it if they had the military capacity they would kill every Israeli tomorrow.,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3,5,2,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
344,part3,test,"I dunno, it just seems like Palestine always has money for weapons and rockets but never has money to build their own water and electric infrastructure



","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",4,4,4,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
345,part3,test,"Let�s step back a little here.

In the mid 1990�s, the Israelis offered Palestinians 90-something percent of Gaza & the West Bank to arrive at two state solution.

Arafat refused, digging his heels in a demanded Israel give up its territorial integrity by demanding Israeli citizenship for millions of Palestinians in the so called right of return, which is an obvious non starter.

With Palestine unwilling to make steps towards two state, Israel did something rather interesting: it decided to simply unilaterally run a test of two different approaches: giving Palestine total control and their own state (Gaza), and a slow integration into one state (WB).

In the two decades that followed, Gaza continued to radicalize and spent its resources building tunnels and shooting rockets at Israel. Israel mostly ignored, opting to blockade and search incoming ships for weapons and surgically strike rocket sites but otherwise hoped that it would fade.","[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",5,3,4,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
346,part3,test,"Also, 99% of the settlements are in area C, which is per the latest agreement supposed to be in Israel's full control.","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2,2,2,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
347,part3,test,I don't think that Palestinians and Israelis can coexist. This kind of pattern can be seen through out history. Something like that happened in India too. The Hindu population after centuries of persecution gave the muslims a chance to coexist with them. But deep inside they wanted to slowly kill the Hindu population. Most people think diversity is a beautiful thing but the truth is the opposite.,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,1,1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
348,part3,test,"My wake up call was seeing how brutal the oct 7th attack was and how people reacted to it. Previous to that i had the same pro palestinian mentality but i just couldn't comprehend what i was seeing on oct 7th and ever since then how people have been 1st celebrating, then denying, then blaming israel for their own civilian deaths to now justifying it.","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",3,4,5,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
349,part3,test,"What foreign body did the Jews who settled in this territory do so on behalf of?

The central premise of a colonial project is that the colony is established by and for some parent state or empire (whether exploiting or replacing).

This is not the case with Israel. Applying the term colonial is incoherent in this case and is an example of ethnocentrically projecting a western frame onto a scenario in which it simply does not apply.

Reasonable people can disagree about the ethics of the establishment of Israel regardless of this question. But defining it as colonial is false.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1,1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
350,part3,test,"If Hamas' reputation is damaged for killing 1200 civilians why isn't Israel's reputation 7 times worse since they've already killed 7000 a huge percentage being children. I'm assuming your argument is Hamas ""targeted civilians"" while ""Israel does everything to prevent targeting civilians"" Which if you believe you just aren't actually doing any research into the topic. Israel is infamous for bombing ambulances, shooting journalists, shooting children, bombing UN refugee centers etc.

No one believes killing innocents is good, implying people do is why people get upset when you bring up ""Do you condemn Hamas"" the point is both sides are targeting civilians, there is no moral high ground here. So the question is who is in the right here? is it the people illegally occupying land that doesn't belong to them and then locking the refugees from that land in a prison and then bombing them? Or is it the people trying to get out of the prison so they can go home. People still have the deeds to their houses that they were expelled from by the Israelis. Why am I an American with jewish ancestry allowed to go live in Israel despite never having been there. But the people who lived there for hundreds of years can't live in the homes they legally own.","[0, 1, 1, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",4,2,4,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0]"
351,part3,test,"If I go and take 20 members of your family and I put them lock them up in my backyard and they can't control whether they can get out or they can't get out, they can't control the water, the power, electricity and every once in a while I can come and kill some of them and there's no consequences whatsoever and then I say well I'm doing it for my own safety because I'm worried these guys are might attack me","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]",5,5,5,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
352,part3,test,"they shoot a rocket and gather children next to it so that if the Israelis shoot back their children 
get hurt and they can say that Israel is barbaric","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",5,4,5,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
353,part3,test,"It's simple, most people who are against this current 'war' are not against it because they 'support terrorism' or are antisemetic. They are against it because they beleive 2% of the population has been killed, 15,000 children have been killed (more than all wars in the last 5 years combined) and Israel is preventing food and water from reaching Gaza. You may not beleive the Gaza Health Ministry numbers, you may believe that the civilian deaths are from human shields, you may think that collateral damage is an unfortunate necessity and that Israel does everything it can to prevent civilian deaths. That's fine but you can't say everyone who doesn't agree with that is anti semetic or a terrorist supporters. I could literally give evidence to justify both arguments and you can't just call everyone who disagrees with you a racist/terrorist. You may think they are wrong but that doesn't mean they are wrong because they are antisemitic.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1,2,1,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
354,part3,test,think Dave would you concede that this you know you don't like the word War I don't like the word conflict because I think there's a fundamental flaw in presuming that Israel and its enemies are and I'm using this word carefully moral equals in the sense in terms of the values that Israel tries to uphold the state it tries to create which confuses me about your position in the sense that you're someone who's always fighting for individual rights and sovereignty and that these governments the purpose of government in and of itself is to is to protect those rights to the best of its ability that's what its primary function is and to the extent to the degree to which Israel does that better than any other area in the region I would think that at least morally sympathetically um your your solidarity or whatever you want to call it your advocacy your opinion on this would lie more so with what Israel has to go through because it's fighting regimes that do not share any of those values at all,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3,2,3,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
355,part3,test,"WOW the amount of radicals supporting terrorism here! Un-fucking-believable .. There is NO JUSTIFICATION for what's happening in Isreal. It is NOT NORMAL... I'm not a republican, fuck the church, I'm a human being who recognizes genocide and terrorism when I fucking see it. Let me be absolutely clear; if you're not 100% with Isreal here; you are a radical terrorism supporter.. if you want to bring up crimes committed by Isreal out of context like this hasnt been happening to them since they existed, go join the terrorists because you are one.","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1,1,4,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
356,part3,test,"And now I'm going to state a fact that is definitely going to annoy 
all the haters of Israel: The Jews took the swampland 
and the desert land and made the impossible possible. 
We turned the land into gold. Israel is a pioneer in irrigation systems 
and desalination systems. 
Israel invented vegetables and fruits that can grow in salt water 
and yet taste sweet. 
As for the Arabs, the large part of their land is now pollut","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,4,2,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
357,part3,test,"Palestinian refugees have a very unique place in the world right now where after the Arab League did um I believe it was resolution 1957 the Arab League has decided that no countries surrounding Israel are to give citizenship to any Palestinian that's why they live on these refugee camps on the borders for decades it's because the Arabs have explicitly decided we will not give citizenship or resettle any of the Palestinians living here so that we can continue this indefinite struggle and fight against the enemy of Israel.""","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",4,5,4,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
358,part3,test,"I didn't hear about any other population that lost uh 2% of its population in less 
than 6 months I didn't hear about that and uh it's happening right in front of our eyes and nobody's caring nobody cares","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",5,4,5,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
359,part3,test,"Jewish and Muslim misogyny will never be comparable. Jews dont have honor killings. The Torah doesnt say to beat wives. Raping slaves is against Jewish law. and raping wives is also against Jewish law, explicitly written out in the Talmud. It is a man who has to yes to his woman�s needs, not the other way around, by law.","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3,5,2,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
360,part3,test,it seems that the real motivating factor in this war is it's not a geographical or political dispute or a conflict that presumes two sides are fighting as moral equals but rather an ideological one in which Israel is fighting regimes that are genocidal that wish to see its destruction because it's a Jewish State,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",4,3,3,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
361,part3,test,"Palestine has been genocidal towards the Jews for literally forever. The state was founded on the idea of Jewish erasure and named Palestina as a reference to the Phillistines who invaded and enslaved the second Jewish commonwealth on the land. This was done to remind the Jews of their place as slaves and lessen their attachment to their homeland. There would literally be no Palestine without the theme of Jewish erasure or the fact that it was the Jewish homeland for many generations before Palestinians even existed. It�s used as wedge to validate the other antisemitic states who call for Jewish genocide�s attacks in Israel. Back in 1977 before the current narrative of infantilized Palestine was a thing the leader of the major ruling political party of Palestine the PLO, of which Fatah is a part, had this to say about what Palestine was. �The Palestinian people do not exist. The creation of a Palestinian state is only a means for continuing our struggle against the state of Israel for our Arab unity. In reality today there is no difference between Jordanians, Palestinians, Syrians and Lebanese. Only for political and tactical reasons do we speak today about the existence of a Palestinian people, since Arab national interests demand that we posit the existence of a distinct ""Palestinian people"" to oppose Zionism. Yes, the existence of a separate Palestinian identity exists only for tactical reasons, Jordan, which is a sovereign state with defined borders, cannot raise claims to Haifa and Jaffa, while as a Palestinian, I can undoubtedly demand Haifa, Jaffa, Beer-Sheva and Jerusalem. However, the moment we reclaim our right to all of Palestine, we will not wait even a minute to unite Palestine and Jordan. -Zuheir Mohsen, PLO leader From: �Wij zijn alleen Palestijn om politieke reden,� James Dorsey, Trouw, 31 March 1977 More honest times I suppose. An era when social media could not be used to the advantages it is today. This is why ironically Palestinians were only granted autonomy over their land once Israel was formed. The Ottoman, British, Jordanian and Egyptians never allowed a formal Palestine state. before Hamas existed modern Palestine has been calling for genocide and long before Israel existed they have been murdering Jews.","[0, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",4,4,3,"[0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
362,part3,test,"I went the other way. Why have we never seen a story about like this until now, you have to ask yourself? It's been a decades old war ... why now? Israel has been protected .. like in many, many ways. But that protection faltered recently and now you're seeing the impact. Israel has been doing this to Palestinians for the last 50 years .. this and worse. But here in America you never see it. Ask yourself .. is it commensurate response to level 40 story buildings , like 2 or 5 of them, with people in them? Based on a terrorist attack? It's really an interesting question? If someone harms me .. or a loved one, am I allowed to burn down my aggressors house, with his family still in it - in the name of justice?","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",3,2,3,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
363,part3,test,"Look at the whataboutism in the comments here. People were frothing at the mouth yesterday over misinformation. They spread it everywhere and spewed hate. Then daylight rises and reveals that Hamas lied. And instead of a reckoning or people walking back the condemnations from yesterday, it�s �no, I�m going to point to the other stuff I don�t like from Israel!�

Cmon, folks, don�t be dumb like that. Let the facts lead your narrative, not the other way around. Ya�ll we�re WAY too eager to listen to a terror organization.","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",3,3,2,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
364,part3,test,"Israel has, for decades, oppressed Palestinians. They live under a constant Embargo. If they leave, they are not allowed to come back. It is a literal, textbook, apartheid state. Their ancestral homes are constantly being stolen and bulldozed to make new Israeli settlements all while the Palestinians are being forced into ever-shrinking camps.

If you want to insist that the Pro-Palestine position is necessarily in support of terrorism, you must also insist the same of the Pro-Israeli position.

Do you extend that accusation to the supporters of Israel? Or is this a special ruleset not being applied consistently?

And if you think that the deliberate killing of civilians is what takes it too far...

https://www.ochaopt.org/data/casualties

Significantly more non-combatants have been killed by Israel than Palestine or Hamas. 3803 vs 177. Israel has killed incomparably more civilians.

In fact, the NYT reported
in that thread at 11:47am (PST), 07 Oct, that Israel was bombing residential apartment buildings, justifying it as saying that Hamas leaders were in the residential buildings.

That was an excuse the US military never made even once during its long anti-terrorism war. Accidents happened, but the deliberate targeting of residential buildings never happened.

So if the deliberate killing of civilians is a line too far, and you somehow find that the Palestinians are in the wrong, you are under a misapprehension regarding the nature of the conflict. At best the deliberate targeting of Israeli civilians is retribution for the standard of conflict already set by Israel.","[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",4,3,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]"
365,part3,test,"I have supported Israel ever since 9-11 when there were videos of the Palestinians celebrating the attacks. The Palestinians have committed countless terrorist acts in Israel over the years. They lob rockets into israel every day and cry when israel responds. They have bombed busses, pizza parlors, and schools. They murdered Robert F Kennedy, they murdered an entire Israeli Olympic team. They have been offered a peaceful two state solution multiple times and they have refused because their goal is to kill all the Jews and destroy Israel.","[1, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",5,5,4,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
366,part3,test,"If you are using this to justify the belief that Palestine are the good side, you have to ignore a lot of the bad, not just from Hamas, but from Palestinian Authority. In June 2011, the Independent Commission for Human Rights published a report that found that Palestinians in the West Bank and the Gaza Strip were subjected in 2010 to an ""almost systematic campaign"" of human rights abuse by the Palestinian Authority and Hamas, as well as by Israeli authorities, with the security forces of the PA and Hamas being responsible for torture, arrests and arbitrary detentions.

","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",4,1,3,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]"
367,part3,test,"I don't think anyone (Except hamas and supporters) justifies the loss of life. We just have to be realistic, understand the 2 sides, and, if you want, pick one.

There's the jews who want to be left alone

There's the islamists who want to murder and enslave the whole world, and in particular the jews.

Both sides are telling you very clearly what they want, and both sides act in ways that evidence this extremely clearly.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",2,2,5,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
368,part3,test,"So what is the solution? When will there be peace? 
Not in the near future, because this conflict is not about the land. 
I've already told you that even before the Six-Day War, 
and even before 1948, the Palestinians were trying 
to wipe out the Jews","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",4,3,5,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
369,part3,test,"It liberated the territory illegally occupied by War that Jordan and Arab league illegally waged in 1948. It's like saying that Ukraine aquired Kherson by war.

Israel has not annexed the settlements because final borders are still subject to determination per Oslo.","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",2,1,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
370,part3,test,"That's not what ""apartheid"" means. Arab Israelis have all the same rights as Jewish Israelis. Palestinians who are not citizens of Israel do not have the same rights as Israeli citizens. That is not apartheid in any sense of the word.

","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3,5,4,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
371,part3,test,I don't believe the claim that they are actually fighting Hamas ... they're actually at war with the Palestinian people ... Hamas becomes an effective a compelling maybe even a persuasive pretext for a set of actions that they've always wanted to do,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",2,4,2,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
372,part3,test,maybe that is exactly what they wanted to happen.Israel is known for the best intel worldwide there is absolutly no way a bunch of degenerates like hamas could plan such a big attack without israel not knowing anything! there is NOWAY! i think they knew exactly whats comming but let it happen so they can finnaly wipe them from earth...,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,2,1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
373,part3,test,"Hamas doesn�t really care about freedom for Palestinians, that�s just a side effect of its overall mission which is to bring Islamic revolution to the world. If Jerusalem falls they will likely look toward Spain or somewhere in Europe next. People that don�t understand this do not understand Hamas or similar Islamic revolutionary organization. They are hung up on fantasy narratives about the battle of Algiers that have nothing to do with the ambitions of these other terrorist organizations.","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",4,3,5,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
374,part3,test,"Illegal military occupation that targets women and youth for over 70+ years... nah. You can't just steal from and murder pol then cry when they fight back or refuse your double standard ""peace"" offerings. That's not how peace works.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3,4,2,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
375,part3,test,"It is worse than I thought it would be but I thought something was coming. I have seen the Palestinians being pushed into a corner, losing more and more land, videos of IDF forces committing small day to day dehumanizing actions and no one helping the Palestinians. Does anyone deserve the response provided? Nope not at all but I have been worried for sometime that a response was coming. If Israel just overpowers Hamas again and dismantles it but continues doing what they have been doing, a new organization will form to push back, because they have to. I truly feel for all those innocent people killed, injured and abducted and those now living in even more fear both in Palestine and in Israel.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",3,4,4,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
376,part3,test,"It's civilian infrastructure, which is always and and always will be a target.
If someone was attacking the US. They would go after the interstate system. Why? Because it enables military logistic support. As it was designed to.
Targeting civilian infrastructure is not the same as targeting civilians.
A hospital is not considered civilian infrastructure","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,1,2,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
